borrower_id,sector,lender_type,age,monthly_income_kes,employment_tenure_months,digital_loans_last_90d,utility_payment_score,mobile_money_consistency,existing_loans,loan_amount_kes,dti_ratio,effective_apr,prior_default,default
B107797,Personal/Household,Bank,43,14340.0,12,2,0.617,0.619,3,115534.0,0.403,15.7,0,0
B107798,Agriculture,SACCO,52,24917.0,9,2,0.729,0.438,2,57326.0,0.115,13.5,0,0
B107799,Agriculture,Bank,24,18303.0,2,3,0.825,0.673,4,53966.0,0.147,12.9,0,1
B107800,Trade,MFI,46,82947.0,17,2,0.811,0.922,3,353982.0,0.213,15.1,0,0
B107801,Personal/Household,SACCO,32,45545.0,101,5,0.592,0.563,2,335529.0,0.368,12.4,0,0
B107802,Agriculture,SACCO,19,21660.0,5,0,0.832,0.871,4,125182.0,0.289,12.0,0,0
B107803,Manufacturing,SACCO,18,17141.0,6,3,0.612,0.698,1,45762.0,0.133,8.0,0,1
B107804,Agriculture,Bank,48,35820.0,31,0,0.776,0.765,1,258766.0,0.361,15.9,1,1
B107805,Personal/Household,SACCO,50,57134.0,0,2,0.585,0.496,1,510504.0,0.447,13.3,0,0
B107806,Personal/Household,Bank,29,34892.0,2,0,0.557,0.832,2,125248.0,0.179,15.2,0,0
B107807,Agriculture,SACCO,33,17623.0,15,1,0.618,0.562,1,65358.0,0.185,14.2,0,0
B107808,Services,Bank,18,13491.0,10,1,0.685,0.548,1,39176.0,0.145,19.6,0,0
B107809,Trade,MFI,43,24150.0,17,1,0.803,0.838,0,149717.0,0.31,23.2,0,1
B107810,Trade,Bank,35,35374.0,59,0,0.447,0.575,1,194959.0,0.276,14.5,0,0
B107811,Transport,Digital Lender,19,22954.0,72,1,0.557,0.576,2,57365.0,0.125,60.7,0,0
B107812,Personal/Household,SACCO,37,51753.0,33,3,0.927,0.224,3,442039.0,0.427,10.4,0,0
B107813,Agriculture,Bank,21,39733.0,14,0,0.712,0.594,1,201111.0,0.253,13.8,0,1
B107814,Manufacturing,SACCO,41,33879.0,165,3,0.805,0.683,1,284255.0,0.42,15.6,0,0
B107815,Agriculture,Bank,24,39305.0,1,0,0.754,0.679,1,241883.0,0.308,15.1,0,0
B107816,Manufacturing,Bank,38,13849.0,123,1,0.877,0.718,0,82575.0,0.298,14.4,0,0
B107817,Transport,Bank,28,22606.0,26,1,0.93,0.232,0,135172.0,0.299,15.3,0,0
B107818,Services,Digital Lender,18,16779.0,12,6,0.887,0.789,0,90803.0,0.271,185.5,0,1
B107819,Real Estate,Digital Lender,45,36732.0,50,3,0.758,0.593,1,316658.0,0.431,252.6,0,0
B107820,Transport,Digital Lender,46,16920.0,17,1,0.698,0.648,3,147665.0,0.436,169.7,0,0
B107821,Manufacturing,Bank,30,31103.0,52,0,0.744,0.42,3,227028.0,0.365,15.6,0,0
B107822,Agriculture,Bank,38,27160.0,53,2,0.928,0.919,6,78205.0,0.144,13.0,0,0
B107823,Agriculture,Digital Lender,39,41357.0,29,4,0.846,0.791,2,322299.0,0.39,160.0,0,0
B107824,Services,Bank,40,15396.0,22,2,0.871,0.441,0,26577.0,0.086,12.9,1,0
B107825,Trade,SACCO,52,38119.0,60,3,0.615,0.792,3,333064.0,0.437,14.6,0,0
B107826,Personal/Household,Digital Lender,39,16511.0,8,3,0.621,0.64,4,55009.0,0.167,176.9,1,1
B107827,Trade,Bank,31,17494.0,155,1,0.782,0.768,1,74227.0,0.212,13.0,0,0
B107828,Personal/Household,Bank,39,27490.0,66,3,0.724,0.803,1,142290.0,0.259,14.2,0,0
B107829,Trade,Digital Lender,31,57347.0,51,3,0.775,0.53,2,490780.0,0.428,185.8,0,0
B107830,Services,SACCO,24,18716.0,42,4,0.773,0.824,1,81952.0,0.219,13.4,0,0
B107831,Personal/Household,Digital Lender,47,11184.0,62,5,0.791,0.708,0,25159.0,0.112,47.6,0,0
B107832,Trade,SACCO,40,17678.0,36,4,0.795,0.831,2,118400.0,0.335,9.2,0,0
B107833,Personal/Household,Bank,18,24057.0,6,0,0.49,0.783,1,175593.0,0.365,13.7,0,0
B107834,Transport,Digital Lender,28,83115.0,32,0,0.852,0.513,5,516191.0,0.311,97.1,0,0
B107835,Agriculture,Digital Lender,43,36812.0,70,1,0.789,0.604,5,63662.0,0.086,84.6,0,0
B107836,Agriculture,Digital Lender,19,19648.0,19,2,0.458,0.744,1,165800.0,0.422,195.2,0,0
B107837,Personal/Household,MFI,27,27510.0,44,3,0.664,0.854,2,157370.0,0.286,24.7,0,0
B107838,Personal/Household,MFI,62,70547.0,83,0,0.601,0.425,1,576446.0,0.409,19.5,0,0
B107839,Agriculture,Bank,32,26051.0,17,3,0.876,0.314,1,198162.0,0.38,12.9,0,0
B107840,Personal/Household,Bank,46,26223.0,19,1,0.68,0.682,2,229500.0,0.438,17.4,0,0
B107841,Agriculture,Digital Lender,50,23790.0,11,4,0.803,0.582,0,204160.0,0.429,8.0,0,0
B107842,Trade,Digital Lender,26,43601.0,21,0,0.62,0.506,2,103740.0,0.119,124.1,0,0
B107843,Transport,MFI,38,22271.0,57,2,0.765,0.631,0,191985.0,0.431,22.0,1,1
B107844,Trade,Digital Lender,56,48038.0,2,3,0.571,0.501,2,109305.0,0.114,100.6,0,1
B107845,Agriculture,Bank,40,53344.0,80,1,0.613,0.799,0,232972.0,0.218,15.6,0,0
B107846,Manufacturing,Digital Lender,59,41665.0,32,1,0.566,0.691,4,307837.0,0.369,230.8,0,0
B107847,Agriculture,SACCO,29,26283.0,40,2,0.883,0.764,0,185102.0,0.352,12.7,0,0
B107848,Trade,SACCO,53,13778.0,11,1,0.586,0.685,1,50044.0,0.182,16.8,0,0
B107849,Personal/Household,SACCO,35,26287.0,29,2,0.707,0.575,2,96964.0,0.184,16.8,0,0
B107850,Manufacturing,SACCO,32,20584.0,13,0,0.78,0.52,3,158593.0,0.385,9.8,0,0
B107851,Personal/Household,Digital Lender,41,19371.0,16,3,0.579,0.639,0,45190.0,0.117,84.5,0,0
B107852,Transport,Bank,34,26065.0,11,2,0.679,0.799,2,147564.0,0.283,12.7,0,0
B107853,Manufacturing,Digital Lender,34,38699.0,21,2,0.87,0.863,1,339194.0,0.438,131.7,0,0
B107854,Agriculture,Bank,40,21109.0,43,2,0.756,0.821,2,155266.0,0.368,14.6,0,0
B107855,Personal/Household,Bank,18,13959.0,36,2,0.842,0.606,1,58561.0,0.21,12.2,0,0
B107856,Trade,SACCO,27,17548.0,34,0,0.879,0.377,0,133158.0,0.379,12.8,0,0
B107857,Agriculture,Digital Lender,42,75334.0,21,5,0.851,0.639,0,614719.0,0.408,324.6,0,0
B107858,Personal/Household,Digital Lender,45,40207.0,11,3,0.926,0.571,2,214609.0,0.267,122.7,0,0
B107859,Personal/Household,Bank,39,17558.0,2,3,0.647,0.584,0,128577.0,0.366,10.7,0,1
B107860,Transport,Bank,38,60413.0,74,3,0.872,0.208,2,140319.0,0.116,16.9,1,1
B107861,Trade,MFI,39,26056.0,3,1,0.939,0.466,2,173971.0,0.334,22.2,0,0
B107862,Trade,Digital Lender,45,104080.0,42,3,0.785,0.676,1,788221.0,0.379,115.5,0,0
B107863,Manufacturing,Digital Lender,21,34342.0,5,5,0.908,0.199,0,118128.0,0.172,56.8,0,1
B107864,Personal/Household,Digital Lender,30,40580.0,4,1,0.762,0.898,1,108754.0,0.134,176.2,0,0
B107865,Real Estate,MFI,34,47123.0,20,3,0.66,0.681,0,136088.0,0.144,21.2,0,0
B107866,Trade,Digital Lender,37,67325.0,20,6,0.877,0.502,2,246056.0,0.183,169.3,0,1
B107867,Trade,Bank,18,23355.0,16,0,0.708,0.906,2,119275.0,0.255,14.7,0,0
B107868,Transport,Digital Lender,22,64200.0,25,1,0.742,0.712,1,510196.0,0.397,32.1,1,0
B107869,Personal/Household,MFI,35,21098.0,122,2,0.905,0.582,2,113964.0,0.27,10.9,1,0
B107870,Trade,Bank,45,24372.0,32,1,0.883,0.492,1,60207.0,0.124,14.2,0,0
B107871,Trade,SACCO,31,29879.0,2,3,0.732,0.89,2,226838.0,0.38,10.0,0,0
B107872,Agriculture,Digital Lender,28,49327.0,53,2,0.659,0.806,1,138150.0,0.14,8.0,0,0
B107873,Trade,Bank,40,24795.0,20,3,0.921,0.549,0,76416.0,0.154,16.6,0,0
B107874,Manufacturing,Bank,32,73710.0,17,2,0.9,0.844,4,609037.0,0.413,16.6,0,0
B107875,Trade,SACCO,44,61670.0,134,1,0.638,0.464,2,261582.0,0.212,10.6,0,0
B107876,Transport,Digital Lender,33,30387.0,1,2,0.795,0.795,3,163071.0,0.268,85.1,0,0
B107877,Personal/Household,SACCO,24,17478.0,35,3,0.366,0.499,2,79036.0,0.226,16.8,0,0
B107878,Services,Bank,49,51566.0,44,4,0.816,0.802,5,388991.0,0.377,13.3,0,0
B107879,Services,SACCO,47,9390.0,3,1,0.507,0.722,0,59716.0,0.318,18.0,0,0
B107880,Agriculture,Bank,25,44699.0,8,3,0.72,0.748,1,125470.0,0.14,13.6,0,0
B107881,Trade,Bank,39,18900.0,27,1,0.605,0.553,0,129741.0,0.343,16.6,0,0
B107882,Agriculture,Bank,32,59334.0,5,0,0.734,0.576,5,430117.0,0.362,12.1,0,0
B107883,Personal/Household,MFI,41,13874.0,29,0,0.822,0.516,2,93848.0,0.338,25.0,0,0
B107884,Trade,Bank,26,20657.0,46,1,0.738,0.403,4,90469.0,0.219,14.1,0,0
B107885,Agriculture,Bank,44,37835.0,7,2,0.64,0.561,2,181238.0,0.24,13.6,0,1
B107886,Agriculture,Bank,47,41394.0,30,3,0.661,0.66,4,81838.0,0.099,17.3,0,1
B107887,Trade,SACCO,26,21071.0,67,0,0.538,0.732,2,110905.0,0.263,11.0,0,0
B107888,Personal/Household,Bank,36,24769.0,9,0,0.924,0.759,2,189526.0,0.383,14.9,0,0
B107889,Transport,Bank,47,50209.0,38,1,0.682,0.772,1,386732.0,0.385,14.0,0,0
B107890,Manufacturing,MFI,25,51727.0,25,0,0.71,0.847,0,310834.0,0.3,18.1,0,0
B107891,Services,Digital Lender,28,24503.0,23,2,0.7,0.658,3,140254.0,0.286,187.2,0,0
B107892,Trade,Digital Lender,42,21292.0,43,2,0.888,0.88,1,170198.0,0.4,164.8,0,0
B107893,Trade,MFI,33,14003.0,13,3,0.599,0.515,4,112852.0,0.403,10.4,0,0
B107894,Real Estate,SACCO,19,34184.0,20,4,0.827,0.523,1,208784.0,0.305,18.1,1,0
B107895,Transport,Digital Lender,32,46488.0,14,2,0.829,0.352,5,143062.0,0.154,259.8,0,0
B107896,Transport,SACCO,52,32314.0,26,0,0.315,0.624,2,186118.0,0.288,12.2,0,0
B107897,Trade,MFI,56,17877.0,33,1,0.589,0.749,3,97153.0,0.272,25.4,0,0
B107898,Services,Bank,29,79426.0,29,1,0.782,0.689,0,518154.0,0.326,13.5,0,0
B107899,Agriculture,Bank,26,9350.0,31,0,0.849,0.567,1,68605.0,0.367,16.4,0,0
B107900,Agriculture,Bank,30,48196.0,7,1,0.586,0.394,3,399495.0,0.414,19.3,0,1
B107901,Transport,Bank,53,33496.0,31,2,0.628,0.915,2,231115.0,0.345,10.8,0,0
B107902,Services,Digital Lender,43,38475.0,1,7,0.761,0.64,3,160415.0,0.208,229.8,1,1
B107903,Transport,Bank,50,19288.0,60,0,0.851,0.534,2,64728.0,0.168,14.6,0,0
B107904,Services,MFI,45,27342.0,0,3,0.546,0.793,1,220728.0,0.404,24.3,0,0
B107905,Trade,Digital Lender,22,34938.0,9,1,0.795,0.498,3,207786.0,0.297,182.7,0,0
B107906,Transport,SACCO,26,28362.0,55,2,0.572,0.772,2,189313.0,0.334,13.2,1,0
B107907,Personal/Household,Bank,28,11086.0,11,2,0.744,0.824,0,82113.0,0.37,12.7,0,0
B107908,Manufacturing,Digital Lender,30,76258.0,1,5,0.909,0.813,1,416592.0,0.273,131.3,0,1
B107909,Agriculture,Bank,28,42515.0,27,2,0.885,0.971,1,137144.0,0.161,13.4,0,0
B107910,Services,Bank,29,30304.0,2,3,0.636,0.522,4,219335.0,0.362,15.0,0,1
B107911,Trade,MFI,41,31398.0,14,2,0.85,0.716,3,117178.0,0.187,18.9,0,0
B107912,Real Estate,Bank,36,75061.0,20,2,0.587,0.754,4,408280.0,0.272,17.6,0,0
B107913,Personal/Household,Digital Lender,47,19762.0,17,3,0.816,0.52,3,72148.0,0.183,120.1,0,0
B107914,Services,Bank,38,17457.0,9,0,0.606,0.738,4,155056.0,0.444,14.3,0,0
B107915,Services,Digital Lender,28,47455.0,4,1,0.817,0.529,2,381971.0,0.402,163.6,0,0
B107916,Services,Bank,37,38349.0,25,1,0.563,0.512,4,336826.0,0.439,16.3,0,0
B107917,Trade,Digital Lender,20,17061.0,51,3,0.531,0.912,3,111689.0,0.327,8.0,0,0
B107918,Services,Bank,18,54110.0,43,1,0.56,0.614,3,88756.0,0.082,14.3,0,0
B107919,Real Estate,Digital Lender,41,34969.0,78,4,0.79,0.468,4,231563.0,0.331,161.3,0,0
B107920,Transport,Bank,45,18145.0,62,4,0.666,0.729,3,64039.0,0.176,11.1,0,0
B107921,Real Estate,Digital Lender,36,38936.0,28,1,0.942,0.929,1,295352.0,0.379,141.1,0,0
B107922,Personal/Household,Digital Lender,31,35860.0,24,3,0.763,0.45,4,295052.0,0.411,179.7,1,1
B107923,Manufacturing,SACCO,22,28327.0,18,4,0.748,0.486,2,185202.0,0.327,12.3,0,1
B107924,Personal/Household,Bank,47,36731.0,3,3,0.698,0.686,1,237760.0,0.324,12.7,0,1
B107925,Trade,SACCO,40,41957.0,21,0,0.898,0.485,3,118227.0,0.141,14.9,0,0
B107926,Trade,SACCO,38,49159.0,7,1,0.811,0.565,2,413079.0,0.42,13.0,0,0
B107927,Real Estate,MFI,35,31540.0,2,3,0.923,0.876,1,274570.0,0.435,25.8,0,0
B107928,Trade,SACCO,30,25621.0,102,1,0.945,0.533,5,155928.0,0.304,10.2,0,1
B107929,Personal/Household,Digital Lender,24,33911.0,3,4,0.519,0.358,1,284967.0,0.42,8.0,0,1
B107930,Agriculture,Digital Lender,38,57239.0,53,2,0.757,0.744,0,167709.0,0.146,238.0,0,0
B107931,Manufacturing,MFI,30,42044.0,71,0,0.826,0.69,2,208266.0,0.248,17.0,0,0
B107932,Trade,Bank,31,24842.0,2,1,0.749,0.38,2,168804.0,0.34,15.5,0,0
B107933,Trade,Bank,52,30657.0,30,0,0.917,0.894,1,63339.0,0.103,15.1,0,0
B107934,Transport,SACCO,35,74318.0,1,3,0.499,0.597,1,136615.0,0.092,15.6,0,1
B107935,Agriculture,Digital Lender,18,44896.0,52,2,0.887,0.419,1,112700.0,0.126,202.0,0,0
B107936,Trade,MFI,30,32322.0,73,3,0.926,0.59,1,135340.0,0.209,20.4,0,0
B107937,Agriculture,Bank,25,55671.0,111,1,0.916,0.841,3,456606.0,0.41,15.4,1,0
B107938,Trade,Bank,34,22055.0,27,3,0.797,0.688,1,154221.0,0.35,14.8,1,0
B107939,Transport,Bank,21,35628.0,22,0,0.773,0.674,2,142806.0,0.2,14.0,0,0
B107940,Trade,Digital Lender,39,83416.0,18,1,0.878,0.871,1,180297.0,0.108,143.4,0,0
B107941,Agriculture,SACCO,32,42593.0,33,1,0.819,0.798,3,72361.0,0.085,12.4,0,0
B107942,Personal/Household,Bank,30,72509.0,100,3,0.823,0.877,0,358510.0,0.247,12.4,0,1
B107943,Manufacturing,Bank,36,28394.0,22,2,0.5,0.469,1,215150.0,0.379,11.1,0,0
B107944,Transport,Bank,34,22882.0,12,2,0.89,0.796,2,121251.0,0.265,15.2,0,0
B107945,Agriculture,SACCO,34,56281.0,111,1,0.707,0.677,2,377067.0,0.335,11.9,0,0
B107946,Services,SACCO,33,10877.0,1,1,0.809,0.677,1,87472.0,0.402,8.9,0,1
B107947,Real Estate,Bank,35,32830.0,26,0,0.918,0.963,1,101669.0,0.155,13.1,0,0
B107948,Agriculture,Bank,38,52417.0,24,0,0.728,0.793,5,161399.0,0.154,17.9,0,0
B107949,Services,Digital Lender,37,40513.0,0,5,0.684,0.496,1,171237.0,0.211,139.5,1,1
B107950,Transport,Digital Lender,46,9355.0,3,6,0.539,0.424,4,42241.0,0.226,233.6,0,1
B107951,Transport,MFI,30,14182.0,22,3,0.746,0.493,2,77111.0,0.272,12.9,0,0
B107952,Services,MFI,37,27920.0,23,3,0.474,0.557,0,178402.0,0.319,23.6,0,0
B107953,Trade,Digital Lender,59,38607.0,36,0,0.769,0.763,3,295548.0,0.383,192.4,0,0
B107954,Personal/Household,SACCO,35,39449.0,5,1,0.718,0.645,2,264432.0,0.335,16.9,0,0
B107955,Transport,Digital Lender,35,29632.0,75,3,0.797,0.912,1,90107.0,0.152,212.2,0,0
B107956,Agriculture,Bank,22,44428.0,57,2,0.859,0.849,1,275291.0,0.31,11.8,0,0
B107957,Agriculture,Bank,28,37809.0,78,3,0.825,0.675,0,299995.0,0.397,16.1,0,0
B107958,Trade,Bank,34,27702.0,38,0,0.423,0.399,1,70186.0,0.127,14.7,0,1
B107959,Services,Digital Lender,40,39962.0,44,4,0.768,0.866,2,254913.0,0.319,127.5,0,0
B107960,Trade,SACCO,41,20825.0,0,2,0.286,0.877,1,138335.0,0.332,12.8,0,0
B107961,Agriculture,Bank,38,42203.0,47,0,0.815,0.799,1,334155.0,0.396,15.0,0,0
B107962,Personal/Household,Digital Lender,43,18661.0,24,3,0.919,0.58,2,124033.0,0.332,138.9,0,0
B107963,Personal/Household,Digital Lender,25,38875.0,6,3,0.615,0.283,3,91421.0,0.118,97.0,1,1
B107964,Trade,Bank,40,38352.0,39,1,0.543,0.478,5,335938.0,0.438,15.0,0,0
B107965,Personal/Household,SACCO,35,25226.0,69,1,0.872,0.933,1,190124.0,0.377,16.5,0,0
B107966,Manufacturing,SACCO,36,42160.0,3,2,0.775,0.83,1,91795.0,0.109,9.0,0,0
B107967,Personal/Household,Bank,31,69458.0,4,1,0.954,0.218,3,404754.0,0.291,17.6,0,1
B107968,Trade,SACCO,25,16966.0,65,1,0.748,0.457,2,56047.0,0.165,12.6,0,0
B107969,Trade,Bank,23,50252.0,60,2,0.725,0.682,1,332290.0,0.331,14.4,0,0
B107970,Transport,Digital Lender,38,54045.0,10,5,0.638,0.532,1,294736.0,0.273,227.7,0,0
B107971,Trade,Digital Lender,40,26529.0,7,2,0.937,0.777,1,151621.0,0.286,280.8,0,0
B107972,Manufacturing,Digital Lender,34,46189.0,7,2,0.971,0.614,3,289938.0,0.314,45.9,0,0
B107973,Trade,Digital Lender,35,25848.0,7,3,0.918,0.61,1,48385.0,0.094,71.1,0,0
B107974,Personal/Household,Bank,28,59332.0,23,3,0.876,0.713,3,297834.0,0.251,14.7,0,0
B107975,Services,Bank,40,8000.0,9,0,0.816,0.93,0,41301.0,0.258,13.7,0,0
B107976,Personal/Household,SACCO,36,65821.0,72,1,0.723,0.846,3,149251.0,0.113,11.3,1,0
B107977,Services,Bank,31,16127.0,25,1,0.903,0.711,0,66437.0,0.206,15.9,0,0
B107978,Services,SACCO,44,31241.0,44,2,0.876,0.329,0,207475.0,0.332,15.2,0,0
B107979,Real Estate,Bank,41,19003.0,13,1,0.706,0.517,2,80832.0,0.213,16.5,0,0
B107980,Real Estate,Bank,20,67716.0,23,1,0.636,0.619,1,573548.0,0.423,15.1,0,0
B107981,Services,MFI,35,26213.0,2,2,0.66,0.65,0,208870.0,0.398,16.6,0,0
B107982,Services,SACCO,25,22067.0,2,3,0.755,0.821,2,131154.0,0.297,8.0,0,0
B107983,Services,MFI,36,55056.0,98,2,0.819,0.588,1,364675.0,0.331,24.8,0,0
B107984,Personal/Household,SACCO,18,44475.0,7,0,0.719,0.759,3,279280.0,0.314,14.6,0,0
B107985,Trade,MFI,37,24748.0,55,2,0.661,0.753,0,200598.0,0.405,19.1,0,0
B107986,Services,Digital Lender,42,17238.0,33,3,0.876,0.56,2,145833.0,0.423,238.8,0,0
B107987,Services,SACCO,34,16004.0,87,3,0.855,0.603,1,33582.0,0.105,12.1,0,0
B107988,Transport,MFI,23,59951.0,4,1,0.834,0.842,2,305025.0,0.254,23.9,0,0
B107989,Personal/Household,MFI,55,37437.0,57,0,0.721,0.634,1,194477.0,0.26,28.0,0,0
B107990,Manufacturing,MFI,47,32708.0,9,0,0.753,0.64,2,197736.0,0.302,20.2,0,0
B107991,Services,Bank,30,38977.0,86,1,0.447,0.637,1,208470.0,0.267,14.2,0,0
B107992,Trade,SACCO,32,10181.0,6,2,0.542,0.775,2,15653.0,0.077,13.6,0,0
B107993,Personal/Household,Bank,18,24872.0,16,4,0.911,0.362,3,118572.0,0.238,17.0,0,0
B107994,Trade,Digital Lender,40,25238.0,39,3,0.911,0.683,1,80545.0,0.16,161.9,0,0
B107995,Agriculture,Digital Lender,21,51009.0,30,6,0.938,0.745,3,317836.0,0.312,159.1,1,0
B107996,Trade,MFI,42,13253.0,8,1,0.66,0.732,2,112086.0,0.423,21.9,0,0
B107997,Real Estate,Digital Lender,45,53077.0,60,2,0.839,0.91,3,418969.0,0.395,347.2,0,0
B107998,Agriculture,SACCO,34,79772.0,27,1,0.866,0.659,0,524955.0,0.329,10.7,0,0
B107999,Services,Bank,24,11551.0,29,3,0.947,0.734,2,20930.0,0.091,17.3,0,0
B108000,Manufacturing,SACCO,47,30006.0,7,2,0.539,0.562,2,169528.0,0.282,8.0,0,0
B108001,Services,Digital Lender,35,39130.0,25,3,0.743,0.607,1,226920.0,0.29,190.8,0,0
B108002,Agriculture,Bank,36,48059.0,56,0,0.825,0.65,0,142784.0,0.149,17.9,0,0
B108003,Trade,Bank,26,9041.0,27,2,0.655,0.758,2,22490.0,0.124,13.7,0,0
B108004,Personal/Household,SACCO,37,35800.0,21,4,0.824,0.679,2,204904.0,0.286,13.7,0,0
B108005,Personal/Household,MFI,33,26362.0,7,3,0.579,0.575,1,236364.0,0.448,22.4,0,0
B108006,Manufacturing,SACCO,22,25443.0,27,1,0.921,0.682,2,125655.0,0.247,16.0,0,0
B108007,Personal/Household,SACCO,48,92779.0,94,0,0.895,0.753,2,795254.0,0.429,8.0,0,0
B108008,Personal/Household,Digital Lender,53,26409.0,20,4,0.807,0.704,6,139440.0,0.264,234.5,1,0
B108009,Transport,Bank,45,38079.0,30,3,0.977,0.735,1,125918.0,0.165,14.4,0,0
B108010,Services,MFI,44,27829.0,17,2,0.579,0.798,4,94464.0,0.17,20.8,0,1
B108011,Personal/Household,Digital Lender,53,33951.0,17,1,0.874,0.827,2,101699.0,0.15,167.0,0,0
B108012,Transport,Bank,25,40294.0,5,4,0.671,0.668,1,73581.0,0.091,15.0,0,1
B108013,Agriculture,MFI,24,48598.0,28,2,0.779,0.444,2,148365.0,0.153,22.7,0,0
B108014,Trade,Bank,31,19393.0,5,1,0.521,0.783,2,143000.0,0.369,12.1,0,0
B108015,Agriculture,Bank,38,32336.0,88,0,0.628,0.801,1,103118.0,0.159,14.4,0,1
B108016,Personal/Household,MFI,32,32971.0,6,1,0.843,0.82,3,58896.0,0.089,23.1,0,0
B108017,Personal/Household,Bank,25,12011.0,5,3,0.473,0.596,2,29682.0,0.124,14.3,0,0
B108018,Agriculture,SACCO,35,17597.0,46,0,0.441,0.68,0,71024.0,0.202,11.9,0,0
B108019,Transport,SACCO,34,48533.0,3,3,0.803,0.546,0,222196.0,0.229,14.1,0,1
B108020,Trade,Digital Lender,43,23066.0,114,0,0.882,0.706,2,103751.0,0.225,79.1,0,0
B108021,Agriculture,Digital Lender,35,125067.0,6,1,0.686,0.658,2,682439.0,0.273,135.1,0,0
B108022,Services,Bank,18,50498.0,10,5,0.85,0.799,1,259295.0,0.257,15.0,0,0
B108023,Real Estate,Bank,39,38121.0,12,2,0.794,0.652,1,126474.0,0.166,15.4,0,0
B108024,Agriculture,Digital Lender,51,68235.0,10,3,0.94,0.661,3,156800.0,0.115,31.5,0,1
B108025,Manufacturing,Bank,35,45479.0,27,1,0.82,0.818,1,68807.0,0.076,12.8,0,1
B108026,Real Estate,Bank,45,32903.0,17,2,0.809,0.891,2,217513.0,0.331,15.5,0,0
B108027,Personal/Household,Bank,30,13660.0,21,4,0.792,0.309,1,72714.0,0.266,16.7,0,0
B108028,Services,SACCO,41,42870.0,21,1,0.476,0.93,1,324222.0,0.378,18.6,0,0
B108029,Transport,Bank,28,64100.0,19,3,0.798,0.721,0,295025.0,0.23,14.3,0,1
B108030,Transport,Bank,33,21459.0,16,1,0.499,0.834,2,88306.0,0.206,15.1,0,0
B108031,Agriculture,MFI,33,10891.0,58,0,0.76,0.682,1,55782.0,0.256,18.9,0,0
B108032,Manufacturing,Digital Lender,40,16513.0,51,2,0.603,0.781,1,38669.0,0.117,169.5,0,1
B108033,Agriculture,Bank,27,78235.0,6,4,0.761,0.366,2,372781.0,0.238,11.6,0,0
B108034,Trade,SACCO,20,31073.0,7,0,0.686,0.595,3,160759.0,0.259,17.6,0,0
B108035,Personal/Household,MFI,40,66362.0,34,0,0.897,0.658,0,343396.0,0.259,13.4,0,0
B108036,Real Estate,MFI,39,30046.0,48,3,0.628,0.735,0,184572.0,0.307,16.8,1,0
B108037,Manufacturing,Bank,36,22627.0,14,3,0.526,0.558,0,65131.0,0.144,11.6,0,1
B108038,Trade,Bank,44,96185.0,20,2,0.763,0.603,0,204227.0,0.106,11.9,0,0
B108039,Personal/Household,Bank,33,24236.0,4,1,0.768,0.493,1,171932.0,0.355,19.5,0,0
B108040,Trade,Digital Lender,38,25926.0,13,1,0.863,0.662,1,198641.0,0.383,121.3,0,0
B108041,Real Estate,Bank,32,38305.0,13,3,0.776,0.567,2,141104.0,0.184,13.2,0,0
B108042,Personal/Household,Digital Lender,32,25348.0,4,0,0.793,0.405,1,146057.0,0.288,118.7,0,0
B108043,Real Estate,Bank,38,45615.0,6,0,0.775,0.772,0,248935.0,0.273,15.2,0,0
B108044,Services,Bank,58,37997.0,6,0,0.833,0.903,3,179212.0,0.236,16.8,0,1
B108045,Trade,SACCO,42,38834.0,4,1,0.821,0.774,1,276178.0,0.356,17.0,1,0
B108046,Personal/Household,Digital Lender,40,21181.0,183,3,0.978,0.658,0,183472.0,0.433,79.3,0,0
B108047,Services,Bank,43,11917.0,9,1,0.613,0.404,0,58413.0,0.245,15.1,0,0
B108048,Manufacturing,Bank,18,18813.0,19,3,0.892,0.842,0,130542.0,0.347,15.3,0,0
B108049,Personal/Household,SACCO,38,19748.0,73,0,0.785,0.43,0,106500.0,0.27,9.7,0,1
B108050,Real Estate,Bank,44,34925.0,23,1,0.633,0.717,1,301438.0,0.432,15.9,0,0
B108051,Personal/Household,SACCO,36,18991.0,6,0,0.736,0.622,3,164373.0,0.433,11.2,0,0
B108052,Services,Digital Lender,35,13281.0,27,5,0.657,0.443,3,63701.0,0.24,158.2,0,0
B108053,Personal/Household,Bank,26,15825.0,5,2,0.482,0.72,1,83557.0,0.264,18.9,0,0
B108054,Services,Digital Lender,31,36798.0,21,5,0.76,0.421,2,137321.0,0.187,261.2,0,0
B108055,Transport,Bank,27,43394.0,6,5,0.552,0.93,2,88354.0,0.102,16.6,0,1
B108056,Manufacturing,Digital Lender,45,22502.0,19,2,0.605,0.772,1,184826.0,0.411,142.4,0,0
B108057,Agriculture,Digital Lender,50,23860.0,12,2,0.89,0.754,3,58246.0,0.122,190.9,0,0
B108058,Personal/Household,SACCO,54,41676.0,95,3,0.957,0.955,2,374333.0,0.449,13.4,0,0
B108059,Services,Digital Lender,27,32566.0,98,3,0.883,0.586,1,241677.0,0.371,93.5,0,0
B108060,Transport,Digital Lender,28,57087.0,5,1,0.915,0.559,1,256439.0,0.225,86.0,0,0
B108061,Agriculture,Bank,28,27263.0,16,3,0.721,0.84,1,180298.0,0.331,12.0,0,0
B108062,Manufacturing,Bank,25,18821.0,11,1,0.843,0.797,5,149174.0,0.396,14.8,0,0
